gsId,name,old name,matching,shoot,type,gradeCategory,gradeRange,enrollment,parentRating,gsRating,district,districtId,districtNCESId,ncesId,address,city,gsID_census,Asian,"Black, non-Hispanic",Hispanic,Multiracial,Native American or Native Alaskan,Native Hawaiian or Other Pacific Islander,"White, non-Hispanic",actSatNumberParticipation,apCourseParticipation,apCoursePassed,freeAndReducedPriceLunch,idea,percentTeachersInFirstSecondYear,plan504
4230,Palm Elementary School,,,0,public,K-5,K-5,669,5,4,Beaumont Unified School District,515,604290,60429000388,"751 Palm Avenue, 
Beaumont, CA  92223",Beaumont,4230,1.94,5.68,76.08,1.94,0.15,0.3,13.9,235,14.4,143,73.84,8.4,11.1,0.3
4234,Cahuilla Desert Academy Junior High,,,0,public,6-8,8-Jul,978,3,3,Coachella Valley Unified School District,516,609070,60907005008,"82-489 Avenue 52, 
Coachella, CA  92236",Coachella,4234,0.31,0,98.47,0.61,0.31,0,0.31,235,14.4,143,89.06,8.4,2.6,0.3
4235,Cesar Chavez Elementary School,,,0,public,K-5,K-6,988,3,3,Coachella Valley Unified School District,516,609070,60907009764,"49-601 Avenida De Oro, 
Coachella, CA  92236",Coachella,4235,0.1,0.1,98.08,0.91,0.3,0,0.51,235,14.4,143,90.18,6.4,2.6,0
4236,Coachella Valley High School,,,0,public,9-12,12-Sep,2619,3,3,Coachella Valley Unified School District,516,609070,60907000920,"83-800 Airport Boulevard, 
Thermal, CA  92274",Thermal,4236,0.27,0.15,97.48,1.3,0.11,0,0.69,226,12.2,171,90.23,8.2,18.9,0.1
4237,Valle Del Sol Elementary School,,,0,public,K-5,K-6,845,4,4,Coachella Valley Unified School District,516,609070,60907000921,"51-433 Education Way, 
Coachella, CA  92236",Coachella,4237,0,0,97.28,0.59,0.83,0,1.3,226,12.2,171,95.15,5.1,0,0
4238,John Kelley Elementary School,,,0,public,K-5,K-6,596,5,2,Coachella Valley Unified School District,516,609070,60907000922,"87-163 Center Street, 
Thermal, CA  92274",Thermal,4238,0,0,98.66,1.34,0,0,0,226,12.2,171,85.07,17.2,6.5,0
4239,La Familia Continuation High School,,,0,public,9-12,12-Oct,121,5,2,Coachella Valley Unified School District,516,609070,60907000923,"56-615 Olive Street, 
Thermal, CA  92274",Thermal,4239,0,0,95.87,0,0.83,0,3.31,0,12.2,171,95.87,5.7,30,0
4240,Saul Martinez Elementary School,,,0,public,K-5,K-6,1125,5,4,Coachella Valley Unified School District,516,609070,60907007604,"65-705 Johnson Street, 
Mecca, CA  92254",Mecca,4240,0,0,98.31,0.98,0.27,0,0.44,0,12.2,171,95.11,4.3,0,0.2
4241,Mecca Elementary School,,,0,public,K-5,K-6,813,5,3,Coachella Valley Unified School District,516,609070,60907000924,"65250 Coahuilla Street, 
Mecca, CA  92254",Mecca,4241,0,0,99.88,0,0,0,0.12,0,12.2,171,96.56,4.3,2.3,0
4242,Oasis Elementary School,,,0,public,K-5,K-6,689,1,2,Coachella Valley Unified School District,516,609070,60907000925,"88175 74th Avenue, 
Thermal, CA  92274",Thermal,4242,0.15,0,99.13,0.29,0.15,0,0.29,0,12.2,171,97.82,6.7,0,0
4243,Palm View Elementary School,,,0,public,K-5,K-6,556,5,1,Coachella Valley Unified School District,516,609070,60907000926,"1390 Seventh Street, 
Coachella, CA  92236",Coachella,4243,0,0.18,99.1,0,0.54,0,0.18,0,12.2,171,96.22,8.3,0,0
4244,Peter Pendleton Elementary School,,,0,public,K-5,K-6,608,4,2,Coachella Valley Unified School District,516,609070,60907000927,"84-750 Calle Rojo, 
Coachella, CA  92236",Coachella,4244,0,0,98.36,0.66,0.49,0,0.49,0,12.2,171,94.24,5.8,0,0
4245,Sea View Elementary School,,,0,public,K-5,K-6,513,3,1,Coachella Valley Unified School District,516,609070,60907000928,"2467 Sea Shore Avenue, 
Salton City, CA  92275",Salton City,4245,0,1.36,91.42,1.36,1.56,0,4.29,0,12.2,171,96.49,5.9,5.6,0
4246,Valley View Elementary School,,,0,public,K-5,K-6,788,3,3,Coachella Valley Unified School District,516,609070,60907000929,"85-270 Valley Road, 
Coachella, CA  92236",Coachella,4246,0,0,99.37,0.13,0,0,0.51,0,12.2,171,95.81,5.9,0,0
4247,West Shores High School,,,0,public,6-12,12-Jul,443,3,2,Coachella Valley Unified School District,516,609070,60907007685,"2381 Shore Hawk Avenue, 
Salton City, CA  92275",Salton City,4247,0.23,2.03,87.58,2.71,0.23,0,7.22,2,27.9,28,95.71,10.8,14.3,0
4248,Westside Elementary School,,,0,public,K-5,K-6,549,5,3,Coachella Valley Unified School District,516,609070,60907000930,"82-225 Airport Boulevard, 
Thermal, CA  92274",Thermal,4248,0,0,97.27,0.36,0,0,2.37,2,27.9,28,92.53,5.5,0,0.3
4249,John Adams Elementary School,,,0,public,K-5,K-6,699,4,7,Corona-Norco Unified School District,518,609850,60985001045,"2350 Border Avenue, 
Corona, CA  92882",Corona,4249,1.57,2.72,87.27,0.14,0,0.29,8.01,2,27.9,28,83.4,14.7,3.3,0.3
4250,Susan B. Anthony Elementary School,,,0,public,K-5,K-6,944,4,9,Corona-Norco Unified School District,518,609850,60985004978,"2665 Gilbert Avenue, 
Corona, CA  92881",Corona,4250,14.72,7.52,31.67,1.8,0.32,0.21,43.75,2,27.9,28,27.33,11.9,0,0.2
4251,Auburndale Intermediate School,,,0,public,6-8,8-Jul,484,3,3,Corona-Norco Unified School District,518,609850,60985001046,"1255 River Road, 
Corona, CA  92880",Corona,4251,4.55,4.13,80.79,0.41,0,0.21,9.92,2,27.9,28,81.4,18.2,0,0.3
4252,Lee V. Pollard High School,,,0,public,9-12,12-Sep,652,5,4,Corona-Norco Unified School District,518,609850,60985000853,"185 Magnolia Avenue, 
Corona, CA  92879",Corona,4252,1.53,3.53,75.31,2.61,0.15,0.61,16.26,0,27.9,28,61.5,8.2,0,0.8
4253,Centennial High School,,,0,public,9-12,12-Sep,3339,4,8,Corona-Norco Unified School District,518,609850,60985009532,"1820 Rimpau Avenue, 
Corona, CA  92881",Corona,4253,12.37,9.28,55.17,1.83,0.3,0.48,20.58,555,29.2,694,49.87,10,1.8,0.3
4255,Cesar Chavez Academy,,,0,public,K-8,K-8,957,4,6,Corona-Norco Unified School District,518,609850,60985007209,"1150 Paseo Grande, 
Corona, CA  92882",Corona,4255,5.96,1.57,64.47,1.25,0.1,0.84,25.81,555,29.2,694,58.93,10.1,3.2,0.6
4256,Corona High School,,,0,public,9-12,12-Sep,2764,4,5,Corona-Norco Unified School District,518,609850,60985001049,"1150 West Tenth Street, 
Corona, CA  92882",Corona,4256,5.03,3.22,70.55,0.54,0.25,0.29,20.12,500,15,343,61.47,11.5,2.6,0.5
4257,Corona Fundamental Intermediate School,,,0,public,6-8,8-Jun,1068,4,6,Corona-Norco Unified School District,518,609850,60985001048,"1230 South Main Street, 
Corona, CA  92882",Corona,4257,12.55,2.72,66.48,1.4,0.37,0.37,16.1,500,15,343,61.99,5.5,2.5,0.4
4258,Corona Vista High School,,,0,public,9-12,12-Sep,3,5,8,Corona-Norco Unified School District,518,609850,60985000905,"1150 Tenth Street, 
Corona, CA  92882",Corona,4258,0,0,100,0,0,0,0,0,15,343,61.99,0,37.7,0
4259,Coronita Elementary School,,,0,public,K-5,K-6,587,4,5,Corona-Norco Unified School District,518,609850,60985001050,"1757 Via Del Rio, 
Corona, CA  92882",Corona,4259,4.09,2.21,88.07,0.51,0.17,0.17,4.77,0,15,343,82.79,12,0,0
4261,Foothill Elementary School,,,0,public,K-5,K-6,998,4,6,Corona-Norco Unified School District,518,609850,60985009354,"2601 South Buena Vista Avenue, 
Corona, CA  92882",Corona,4261,12.53,6.71,45.09,2.3,0.5,0.4,32.46,0,15,343,37.88,23.5,0,0
4262,Garretson Elementary School,,,0,public,K-5,K-6,1066,4,5,Corona-Norco Unified School District,518,609850,60985001053,"1650 Garretson Avenue, 
Corona, CA  92879",Corona,4262,5.25,2.63,79.27,0.94,0.38,0.19,11.35,0,15,343,62.38,11.6,4.7,0
4263,Highland Elementary School,,,0,public,K-5,K-6,607,4,8,Corona-Norco Unified School District,518,609850,60985001054,"2301 Alhambra Street, 
Norco, CA  92860",Norco,4263,2.47,2.64,36.9,0.99,0.49,0.66,55.85,0,15,343,34.1,14.1,0,0
4264,Home Gardens Academy,,,0,public,K-8,K-8,936,4,5,Corona-Norco Unified School District,518,609850,60985001055,"13550 Tolton Avenue, 
Corona, CA  92879",Corona,4264,1.39,0.53,93.48,1.07,0.64,0,2.88,0,15,343,85.58,10.1,0,0
4266,Jefferson Elementary School,,,0,public,K-5,K-6,785,4,5,Corona-Norco Unified School District,518,609850,60985001057,"1040 South Vicentia Avenue, 
Corona, CA  92882",Corona,4266,0.38,1.15,95.41,0.13,0.51,0,2.42,0,15,343,91.59,10.2,3,0
4267,Lincoln Alternative Elementary School,,,0,public,K-5,K-6,967,4,9,Corona-Norco Unified School District,518,609850,60985001058,"1041 Fullerton Avenue, 
Corona, CA  92879",Corona,4267,23.24,2.97,44.82,3.3,0.11,0.11,25.44,0,15,343,38,8.2,0,0.2
4268,William Mckinley Elementary School,,,0,public,K-5,K-6,771,4,7,Corona-Norco Unified School District,518,609850,60985000932,"2050 Aztec Lane, 
Corona, CA  92879",Corona,4268,11.02,12.58,50.84,0.52,0.65,0,24.38,0,15,343,55.9,12.2,3.3,0
4269,Norco Elementary School,,,0,public,K-5,K-6,583,4,7,Corona-Norco Unified School District,518,609850,60985001059,"1700 Temescal Avenue, 
Norco, CA  92860",Norco,4269,9.09,1.54,38.42,2.4,0.17,0,48.37,0,15,343,35.51,15.9,3.2,0
4270,Norco High School,,,0,public,9-12,12-Sep,2222,4,7,Corona-Norco Unified School District,518,609850,60985001061,"2065 Temescal Avenue, 
Norco, CA  92860",Norco,4270,3.92,2.79,45.09,1.4,0.27,0.54,45.99,283,20,412,38.61,13,8.6,0.8
4271,Norco Intermediate School,,,0,public,6-8,8-Jul,729,3,7,Corona-Norco Unified School District,518,609850,60985001060,"2711 Temescal Avenue, 
Norco, CA  92860",Norco,4271,4.94,2.19,41.56,2.06,0.27,0.27,48.7,283,20,412,40.05,13.2,3.6,0.3
4273,Parkridge Elementary School,,,0,public,K-5,K-6,793,3,3,Corona-Norco Unified School District,518,609850,60985001062,"750 Corona Avenue, 
Corona, CA  92879",Corona,4273,2.14,1.51,91.8,0.38,0.5,0.38,3.28,283,20,412,89.28,12.3,0,0
4274,Prado View Elementary School,,,0,public,K-5,K-6,803,5,6,Corona-Norco Unified School District,518,609850,60985009355,"2800 Ridgeline Drive, 
Corona, CA  92882",Corona,4274,14.82,4.23,36.11,0.62,0.62,0.62,42.96,283,20,412,27.9,13.7,5.6,0.8
4275,Letha Raney Intermediate School,,,0,public,6-8,8-Jun,711,4,5,Corona-Norco Unified School District,518,609850,60985001063,"1010 West Citron Street, 
Corona, CA  92882",Corona,4275,13.36,3.38,70.18,0.42,0.14,0.28,12.24,283,20,412,64.42,13.2,4.7,0.2
4276,Riverview Elementary School,,,0,public,K-5,K-6,283,5,5,Corona-Norco Unified School District,518,609850,60985001064,"4600 Pedley Avenue, 
Norco, CA  92860",Norco,4276,1.06,1.41,45.58,1.41,0.35,0,50.18,283,20,412,48.41,34.7,0,0
4277,Santiago High School,,,0,public,9-12,12-Sep,3580,4,8,Corona-Norco Unified School District,518,609850,60985004959,"1395 Foothill Parkway, 
Corona, CA  92881",Corona,4277,10.98,5.39,35.61,1.48,0.39,0.22,45.92,745,35.2,1048,25.78,7.8,1.5,0.9
4278,Sierra Vista Elementary School,,,0,public,K-5,K-6,464,4,5,Corona-Norco Unified School District,518,609850,60985001065,"3560 Corona Avenue, 
Norco, CA  92860",Norco,4278,0.86,0.43,46.98,0.43,0,0,51.29,745,35.2,1048,47.63,11.5,0,0.4
4279,John Stallings Elementary School,,,0,public,K-5,K-6,596,4,4,Corona-Norco Unified School District,518,609850,60985001066,"1980 Fullerton Avenue, 
Corona, CA  92881",Corona,4279,4.19,5.03,75.5,2.18,0.5,0.84,11.74,745,35.2,1048,77.18,11.6,0,0
4280,Vicentia Elementary School,,,0,public,K-5,K-6,586,4,7,Corona-Norco Unified School District,518,609850,60985001067,"2005 South Vicentia Avenue, 
Corona, CA  92882",Corona,4280,1.88,0.68,89.42,0.85,0.34,0.17,6.66,745,35.2,1048,73.04,11.5,3.3,0
4281,George Washington Elementary School,,,0,public,K-5,K-6,918,3,6,Corona-Norco Unified School District,518,609850,60985001069,"1220 West Parkridge Avenue, 
Norco, CA  92860",Norco,4281,3.59,3.59,72.11,0.65,0,0.76,19.28,745,35.2,1048,60.46,11.7,2.8,0
4282,Eagle Mountain Elementary School,,,0,public,K-8,K-8,24,4,8,Desert Center Unified School District,519,611100,61110001221,"1434 Kaiser Road, 
Desert Center, CA  92239",Desert Center,4282,0,0,66.67,4.17,0,0,29.17,745,35.2,1048,79.17,0,0,0
4284,Amistad High (Continuation) School,,,0,public,9-12,12-Sep,289,5,4,Desert Sands Unified School District,520,611110,61111007694,"83-501 Dillon Avenue, 
Indio, CA  92201",Indio,4284,0,1.04,91,0.69,0.35,0,6.92,0,35.2,1048,75.09,8.7,12.1,0.5
4285,James Earl Carter Elementary School,,,0,public,K-5,K-5,680,4,9,Desert Sands Unified School District,520,611110,61111006219,"74-251 Hovley Lane East, 
Palm Desert, CA  92260",Palm Desert,4285,10.29,1.47,45.88,4.41,0,0.15,37.79,0,35.2,1048,49.85,10,0,0.6
4286,Dwight Eisenhower Elementary School,,,0,public,K-5,K-5,472,3,2,Desert Sands Unified School District,520,611110,61111001224,"83-391 Dillon Avenue, 
Indio, CA  92201",Indio,4286,0,0.85,92.16,3.81,0.21,0,2.97,0,35.2,1048,94.28,10.7,6.9,0
4287,Gerald R. Ford Elementary School,,,0,public,K-5,K-5,804,4,8,Desert Sands Unified School District,520,611110,61111010274,"44-210 Warner Trail, 
Indian Wells, CA  92210",Indian Wells,4287,5.22,1.99,47.39,3.73,0.5,0.12,41.04,0,35.2,1048,40.42,9.7,0,0.5
4288,Herbert Hoover Elementary School,,,0,public,K-5,K-5,505,4,3,Desert Sands Unified School District,520,611110,61111001225,"44-300 Monroe Street, 
Indio, CA  92201",Indio,4288,0.2,1.19,94.26,1.78,0,0,2.57,0,35.2,1048,95.25,7,7.1,0.4
4289,Indio High School,,,0,public,9-12,12-Sep,1910,4,4,Desert Sands Unified School District,520,611110,61111001226,"81-750 Avenue 46, 
Indio, CA  92201",Indio,4289,0.73,1.47,94.97,0.37,0.05,0,2.41,271,25,128,83.4,10.4,5.2,0.2
4290,Indio Middle School,,,0,public,6-8,8-Jun,785,5,2,Desert Sands Unified School District,520,611110,61111010275,"81-195 Miles Avenue, 
Indio, CA  92201",Indio,4290,0.38,1.15,95.92,0,0.13,0,2.42,271,25,128,90.96,11.1,25.9,0.2
4291,Andrew Jackson Elementary School,,,0,public,K-5,K-5,642,5,5,Desert Sands Unified School District,520,611110,61111001227,"82-850 Kenner Avenue, 
Indio, CA  92201",Indio,4291,0.93,1.25,92.99,2.96,0.16,0,1.71,271,25,128,91.59,7.6,0,0.3
4292,Thomas Jefferson Middle School,,,0,public,6-8,8-Jun,581,5,1,Desert Sands Unified School District,520,611110,61111001228,"83-089 Highway 111, 
Indio, CA  92201",Indio,4292,1.03,0.34,95.87,0,0.17,0,2.58,271,25,128,95.7,13.2,16,0.3
4293,John F. Kennedy Elementary School,,,0,public,K-5,K-5,512,3,4,Desert Sands Unified School District,520,611110,61111001229,"45-100 Clinton Street, 
Indio, CA  92201",Indio,4293,0.39,1.56,93.36,1.56,0.2,0,2.93,271,25,128,98.83,8.5,4.8,0
4294,Abraham Lincoln Elementary School,,,0,public,K-5,K-5,618,4,5,Desert Sands Unified School District,520,611110,61111001230,"74-100 Rutledge Way, 
Palm Desert, CA  92260",Palm Desert,4294,1.46,2.43,81.39,3.88,0.16,0.16,10.52,271,25,128,92.07,7.5,3.7,0.3
4295,James Madison Elementary School,,,0,public,K-5,K-5,551,3,3,Desert Sands Unified School District,520,611110,61111009785,"80-845 Avenue 46, 
Indio, CA  92201",Indio,4295,1.27,0.73,90.38,0.54,0,0,7.08,271,25,128,85.66,7.7,0,0.4
4296,James Monroe Elementary School,,,0,public,K-5,K-5,580,4,10,Desert Sands Unified School District,520,611110,61111009786,"42-100 Yucca Lane, 
Bermuda Dunes, CA  92203",Bermuda Dunes,4296,2.76,3.1,56.21,2.41,0.69,0.52,34.31,271,25,128,56.9,12.3,0,0.7
4297,Palm Desert High School,,,0,public,9-12,12-Sep,1948,3,8,Desert Sands Unified School District,520,611110,61111008819,"74-910 Aztec Road, 
Palm Desert, CA  92260",Palm Desert,4297,6.88,2.16,43.58,0.98,0.82,0.1,45.48,351,25.1,435,40.25,9.6,8.5,1.3
4298,Palm Desert Charter Middle School,,,0,charter,6-8,8-Jun,1411,4,6,Desert Sands Unified School District,520,611110,61111001231,"74-200 Rutledge Way, 
Palm Desert, CA  92260",Palm Desert,4298,5.88,2.06,45.36,4.18,0.28,0.14,42.1,351,25.1,435,45,6.1,2.1,1
4299,La Quinta High School,,,0,public,9-12,12-Sep,2740,4,7,Desert Sands Unified School District,520,611110,61111003582,"79-255 Blackhawk Way, 
La Quinta, CA  92253",La Quinta,4299,3.98,2.77,65.91,0.66,0.69,0.18,25.8,440,14.2,226,49.71,8.1,6.8,2.1
4300,La Quinta Middle School,,,0,public,6-8,8-Jun,425,2,3,Desert Sands Unified School District,520,611110,61111009358,"78-900 Avenue 50, 
La Quinta, CA  92253",La Quinta,4300,0.47,2.12,81.88,4,0.24,0,11.29,440,14.2,226,83.76,10.9,8.7,0.6
4301,Theodore Roosevelt Elementary School,,,0,public,K-5,K-5,559,3,4,Desert Sands Unified School District,520,611110,61111001232,"83-200 Drive Carreon Boulevard, 
Indio, CA  92201",Indio,4301,0.72,1.61,93.92,1.79,0,0,1.97,440,14.2,226,95.17,7,4.3,0.3
4302,Harry S. Truman Elementary School,,,0,public,K-5,K-5,514,5,7,Desert Sands Unified School District,520,611110,61111008820,"78-870 Avenue 50, 
La Quinta, CA  92253",La Quinta,4302,1.56,0.97,82.1,2.72,0.19,0.39,12.06,440,14.2,226,76.65,9.6,0,0
4303,Martin Van Buren Elementary School,,,0,public,K-5,K-5,621,5,8,Desert Sands Unified School District,520,611110,61111001233,"47-733 Van Buren Street, 
Indio, CA  92201",Indio,4303,0.48,0.16,96.46,0.48,0,0,2.42,440,14.2,226,89.69,12,47.8,0.4
4304,George Washington Charter School,,,0,charter,K-5,K-5,840,4,8,Desert Sands Unified School District,520,611110,61111001234,"45-768 Portola Avenue, 
Palm Desert, CA  92260",Palm Desert,4304,6.19,1.07,36.43,4.88,0,0,51.43,440,14.2,226,35.24,7.6,0,0.9
4306,Acacia Middle School,,,0,public,6-8,8-Jun,746,3,2,Hemet Unified School District,521,616920,61692002148,"1200 East Acacia Avenue, 
Hemet, CA  92543",Hemet,4306,1.47,12.2,58.45,4.29,0.94,0,22.65,440,14.2,226,90.88,20.5,8.6,0.8
4307,Alessandro High School,,,0,public,9-12,12-Sep,350,4,9,Hemet Unified School District,521,616920,61692002149,"831 East Devonshire Avenue, 
Hemet, CA  92543",Hemet,4307,0.57,14.86,54.29,3.71,0.86,1.14,24.57,0,14.2,226,86.86,3.5,0,0.8
4308,Bautista Creek Elementary School,,,0,public,K-5,K-5,898,4,4,Hemet Unified School District,521,616920,61692000943,"441 Lake Street, 
Hemet, CA  92544",Hemet,4308,1.45,5.12,44.32,5.01,1.11,0.11,42.87,0,14.2,226,72.61,19.9,11.1,0.2
4309,Cottonwood Elementary School,,,0,public,K-8,K-8,246,5,7,Hemet Unified School District,521,616920,61692002150,"44260 Sage Road, 
Aguanga, CA  92536",Aguanga,4309,2.85,0.41,45.12,4.88,2.03,0.41,44.31,0,14.2,226,68.7,8,6.2,0.8
4310,Dartmouth Middle School,,,0,public,6-8,8-Jun,1028,3,3,Hemet Unified School District,521,616920,61692003586,"41535 Mayberry Avenue, 
Hemet, CA  92544",Hemet,4310,1.17,4.47,50.88,3.79,1.85,0.49,37.35,0,14.2,226,76.85,16,2.8,1.6
4311,Fruitvale Elementary School,,,0,public,K-5,K-5,922,4,4,Hemet Unified School District,521,616920,61692010276,"2800 West Fruitvale Avenue, 
Hemet, CA  92545",Hemet,4311,1.41,13.34,61.93,3.9,0.43,0.43,18.55,0,14.2,226,89.59,9.2,0,0.4
4314,Hemet High School,,,0,public,9-12,12-Sep,2318,4,6,Hemet Unified School District,521,616920,61692002154,"41701 Stetson Avenue, 
Hemet, CA  92544",Hemet,4314,2.67,5.87,46.94,2.46,1.04,0.47,40.55,180,26.1,425,68.98,15.2,13.1,1.4
4315,Idyllwild,,,0,public,K-8,K-8,338,3,7,Hemet Unified School District,521,616920,61692002155,"26700 State Highway 243, 
Idyllwild, CA  92549",Idyllwild,4315,2.96,0.59,30.18,3.85,0.59,0.3,61.54,180,26.1,425,59.47,9.9,0,0.7
4316,Little Lake Elementary School,,,0,public,K-5,K-5,813,4,4,Hemet Unified School District,521,616920,61692002156,"26091 South Meridian Street, 
Hemet, CA  92544",Hemet,4316,1.6,6.77,53.38,4.43,0.74,0.12,32.96,180,26.1,425,81.67,19.9,2.6,0.5
4317,Ramona Elementary School,,,0,public,K-5,K-5,767,4,1,Hemet Unified School District,521,616920,61692002157,"41051 Whittier Avenue, 
Hemet, CA  92544",Hemet,4317,0.65,10.95,62.19,5.61,0.52,0,20.08,180,26.1,425,93.74,11,3.2,0.5
4319,Valle Vista Elementary School,,,0,public,K-5,K-5,682,4,2,Hemet Unified School District,521,616920,61692009144,"43900 Mayberry Avenue, 
Hemet, CA  92544",Hemet,4319,1.03,2.79,50,4.4,0.73,1.61,39.44,180,26.1,425,79.91,12.9,3.4,0.6
4320,West Valley High School,,,0,public,9-12,12-Sep,1732,4,4,Hemet Unified School District,521,616920,61692009852,"3401 Mustang Way, 
Hemet, CA  92545",Hemet,4320,3.29,9.01,58.83,3.12,0.69,0.64,24.42,181,16.2,158,81.18,16.6,3.3,1.1
4321,Whittier Elementary School,,,0,public,K-5,K-5,1047,3,2,Hemet Unified School District,521,616920,61692002158,"400 West Whittier Avenue, 
Hemet, CA  92543",Hemet,4321,1.34,10.12,66.95,5.54,0.76,0.19,15.09,181,16.2,158,91.21,10.5,4.7,0.2
4322,Winchester Elementary School,,,0,public,K-5,K-5,507,4,3,Hemet Unified School District,521,616920,61692002159,"28751 Winchester Road, 
Winchester, CA  92596",Winchester,4322,0.99,6.11,73.18,2.96,0,0,16.77,181,16.2,158,88.36,10.1,3.6,0
4323,Camino Real Elementary School,,,0,public,K-5,K-6,817,4,6,Jurupa Unified School District,522,619260,61926009380,"4655 Camino Real, 
Jurupa Valley, CA  92509",Jurupa Valley,4323,4.41,2.69,63.89,2.94,0.49,0.37,25.21,181,16.2,158,43.94,8.8,3.2,0
4324,Glen Avon Elementary School,,,0,public,K-5,K-6,608,3,6,Jurupa Unified School District,522,619260,61926002310,"4352 Pyrite Street, 
Jurupa Valley, CA  92509",Jurupa Valley,4324,2.14,0,92.11,0.49,0,0,5.26,181,16.2,158,82.07,7,0,0
4325,Granite Hill Elementary School,,,0,public,K-5,K-6,684,4,4,Jurupa Unified School District,522,619260,61926000992,"9371 Granite Hill, 
Jurupa Valley, CA  92509",Jurupa Valley,4325,1.17,3.07,85.38,1.75,0,0.15,8.48,181,16.2,158,86.55,9.2,0,0
4326,Ina Arbuckle Elementary School,,,0,public,K-5,K-6,567,3,2,Jurupa Unified School District,522,619260,61926002311,"3600 Packard Street, 
Jurupa Valley, CA  92509",Jurupa Valley,4326,0.18,6,90.12,1.06,0.18,0.35,2.12,181,16.2,158,94,7.8,0,0.3
4327,Indian Hills Elementary School,,,0,public,K-5,K-6,636,3,5,Jurupa Unified School District,522,619260,61926008860,"7750 Linares Avenue, 
Jurupa Valley, CA  92509",Jurupa Valley,4327,4.09,3.46,68.08,4.56,0.16,0.31,19.34,181,16.2,158,66.04,13.7,3.8,0
4328,Jurupa Middle School,,,0,public,6-8,8-Jul,1236,4,5,Jurupa Unified School District,522,619260,61926002312,"8700 Galena Street, 
Jurupa Valley, CA  92509",Jurupa Valley,4328,1.54,1.94,80.66,1.21,0.16,0.32,14.16,181,16.2,158,69.9,13.7,4.5,0.3
4329,Jurupa Valley High School,,,0,public,9-12,12-Sep,1616,4,4,Jurupa Unified School District,522,619260,61926009556,"10551 Bellegrave Avenue, 
Jurupa Valley, CA  91752",Jurupa Valley,4329,0.99,1.73,88.18,0.56,0.12,0.12,8.29,245,16.9,108,69.99,14,4.9,0.2
